发送时间戳,当前时间戳,延迟差(ms)
1733300577191,1733300577193,2
1733300577192,1733300577193,1
1733300577193,1733300577194,1
1733300577194,1733300577195,1
1733300577195,1733300577196,1
1733300577196,1733300577198,2
1733300577196,1733300577198,2
1733300577197,1733300577198,1
1733300577199,1733300577202,3
1733300577199,1733300577202,3
1733300577201,1733300577202,1
1733300577202,1733300577203,1
1733300577203,1733300577204,1
1733300577203,1733300577205,2
1733300577204,1733300577205,1
1733300577204,1733300577206,2
1733300577206,1733300577207,1
1733300577206,1733300577208,2
1733300577206,1733300577208,2
1733300577206,1733300577208,2
1733300577206,1733300577208,2
1733300577207,1733300577208,1
1733300577208,1733300577209,1
1733300577209,1733300577210,1
1733300577210,1733300577211,1
1733300577211,1733300577213,2
1733300577211,1733300577213,2
1733300577212,1733300577214,2
1733300577213,1733300577214,1
1733300577213,1733300577215,2
1733300577213,1733300577215,2
1733300577215,1733300577216,1
1733300577217,1733300577218,1
1733300577217,1733300577219,2
1733300577218,1733300577220,2
1733300577218,1733300577220,2
1733300577219,1733300577221,2
1733300577221,1733300577222,1
1733300577222,1733300577223,1
1733300577223,1733300577224,1
1733300577224,1733300577225,1
1733300577226,1733300577227,1
1733300577244,1733300577248,4
1733300577245,1733300577250,5
1733300577245,1733300577250,5
1733300577245,1733300577250,5
1733300577246,1733300577251,5
1733300577246,1733300577251,5
1733300577245,1733300577251,6
1733300577246,1733300577251,5
1733300577246,1733300577251,5
1733300577246,1733300577252,6
1733300577246,1733300577252,6
1733300577246,1733300577252,6
1733300577246,1733300577252,6
1733300577246,1733300577252,6
1733300577245,1733300577252,7
1733300577247,1733300577253,6
1733300577250,1733300577253,3
1733300577250,1733300577253,3
1733300577247,1733300577253,6
1733300577253,1733300577255,2
1733300577246,1733300577256,10
1733300577254,1733300577256,2
1733300577254,1733300577256,2
1733300577254,1733300577257,3
1733300577253,1733300577257,4
1733300577256,1733300577258,2
1733300577256,1733300577258,2
1733300577256,1733300577258,2
1733300577256,1733300577258,2
1733300577258,1733300577259,1
1733300577258,1733300577260,2
1733300577259,1733300577261,2
1733300577260,1733300577262,2
1733300577261,1733300577263,2
1733300577262,1733300577263,1
1733300577262,1733300577263,1
1733300577264,1733300577266,2
1733300577264,1733300577266,2
1733300577265,1733300577266,1
1733300577266,1733300577267,1
1733300577266,1733300577267,1
1733300577267,1733300577268,1
1733300577270,1733300577272,2
1733300577270,1733300577272,2
1733300577270,1733300577272,2
1733300577270,1733300577272,2
1733300577271,1733300577272,1
1733300577271,1733300577273,2
1733300577272,1733300577273,1
1733300577273,1733300577275,2
1733300577274,1733300577275,1
1733300577275,1733300577276,1
1733300577275,1733300577276,1
1733300577276,1733300577277,1
1733300577277,1733300577278,1
1733300577279,1733300577283,4
1733300577279,1733300577283,4
1733300577280,1733300577284,4
1733300577283,1733300577284,1
1733300577283,1733300577284,1
1733300577284,1733300577285,1
1733300577284,1733300577285,1
1733300577284,1733300577285,1
1733300577285,1733300577286,1
1733300577286,1733300577287,1
1733300577287,1733300577288,1
1733300577287,1733300577289,2
1733300577288,1733300577289,1
1733300577288,1733300577290,2
1733300577290,1733300577291,1
1733300577291,1733300577292,1
1733300577291,1733300577292,1
1733300577293,1733300577295,2
1733300577294,1733300577295,1
1733300577295,1733300577296,1
1733300577297,1733300577298,1
1733300577298,1733300577299,1
1733300577300,1733300577301,1
1733300577301,1733300577304,3
1733300577301,1733300577305,4
1733300577302,1733300577305,3
1733300577304,1733300577305,1
1733300577305,1733300577306,1
1733300577306,1733300577307,1
1733300577310,1733300577311,1
1733300577312,1733300577313,1
1733300577312,1733300577313,1
1733300577313,1733300577314,1
1733300577315,1733300577316,1
1733300577316,1733300577317,1
1733300577317,1733300577318,1
1733300577318,1733300577319,1
1733300577318,1733300577319,1
1733300577318,1733300577320,2
1733300577319,1733300577320,1
1733300577319,1733300577320,1
1733300577320,1733300577321,1
1733300577322,1733300577324,2
1733300577323,1733300577324,1
1733300577323,1733300577325,2
1733300577324,1733300577326,2
1733300577324,1733300577326,2
1733300577324,1733300577326,2
1733300577326,1733300577327,1
1733300577328,1733300577329,1
1733300577329,1733300577330,1
1733300577330,1733300577331,1
1733300577333,1733300577334,1
1733300577333,1733300577335,2
1733300577334,1733300577335,1
1733300577334,1733300577336,2
1733300577335,1733300577337,2
1733300577335,1733300577337,2
1733300577337,1733300577339,2
1733300577338,1733300577340,2
1733300577342,1733300577344,2
1733300577342,1733300577344,2
1733300577345,1733300577348,3
1733300577346,1733300577348,2
1733300577345,1733300577348,3
1733300577347,1733300577348,1
1733300577348,1733300577349,1
1733300577348,1733300577349,1
1733300577348,1733300577349,1
1733300577350,1733300577351,1
1733300577351,1733300577352,1
1733300577351,1733300577352,1
1733300577351,1733300577352,1
1733300577351,1733300577352,1
1733300577353,1733300577354,1
1733300577354,1733300577355,1
1733300577358,1733300577360,2
1733300577358,1733300577361,3
1733300577358,1733300577361,3
1733300577358,1733300577361,3
1733300577360,1733300577362,2
1733300577360,1733300577362,2
1733300577361,1733300577363,2
1733300577362,1733300577363,1
1733300577363,1733300577364,1
1733300577364,1733300577365,1
1733300577364,1733300577366,2
1733300577364,1733300577366,2
1733300577365,1733300577367,2
1733300577365,1733300577367,2
1733300577366,1733300577367,1
1733300577367,1733300577368,1
1733300577368,1733300577370,2
1733300577368,1733300577370,2
1733300577368,1733300577370,2
1733300577370,1733300577373,3
1733300577370,1733300577373,3
1733300577372,1733300577374,2
1733300577371,1733300577374,3
1733300577372,1733300577375,3
1733300577373,1733300577375,2
1733300577374,1733300577375,1
1733300577374,1733300577376,2
1733300577371,1733300577378,7
1733300577376,1733300577379,3
1733300577377,1733300577379,2
1733300577377,1733300577379,2
1733300577377,1733300577380,3
1733300577379,1733300577381,2
1733300577381,1733300577382,1
1733300577381,1733300577382,1
1733300577382,1733300577383,1
1733300577382,1733300577383,1
1733300577385,1733300577386,1
1733300577387,1733300577388,1
1733300577388,1733300577389,1
1733300577389,1733300577390,1
1733300577390,1733300577391,1
1733300577391,1733300577392,1
1733300577392,1733300577394,2
1733300577393,1733300577394,1
1733300577393,1733300577395,2
1733300577393,1733300577395,2
1733300577393,1733300577395,2
1733300577395,1733300577396,1
1733300577397,1733300577399,2
1733300577397,1733300577399,2
1733300577397,1733300577399,2
1733300577397,1733300577400,3
1733300577398,1733300577400,2
1733300577398,1733300577400,2
1733300577399,1733300577401,2
1733300577402,1733300577403,1
1733300577404,1733300577405,1
1733300577406,1733300577408,2
1733300577406,1733300577409,3
1733300577406,1733300577409,3
1733300577407,1733300577409,2
1733300577407,1733300577409,2
1733300577408,1733300577409,1
1733300577410,1733300577411,1
1733300577410,1733300577412,2
1733300577411,1733300577413,2
1733300577412,1733300577414,2
1733300577412,1733300577414,2
1733300577413,1733300577415,2
1733300577414,1733300577415,1
1733300577414,1733300577416,2
1733300577417,1733300577418,1
1733300577418,1733300577419,1
1733300577418,1733300577419,1
1733300577418,1733300577420,2
1733300577420,1733300577422,2
1733300577420,1733300577422,2
1733300577420,1733300577423,3
1733300577421,1733300577423,2
1733300577423,1733300577424,1
1733300577425,1733300577427,2
1733300577429,1733300577430,1
1733300577429,1733300577431,2
1733300577429,1733300577431,2
1733300577430,1733300577431,1
1733300577431,1733300577432,1
1733300577432,1733300577433,1
1733300577432,1733300577433,1
1733300577432,1733300577433,1
1733300577433,1733300577434,1
1733300577433,1733300577434,1
1733300577434,1733300577435,1
1733300577435,1733300577436,1
1733300577436,1733300577437,1
1733300577439,1733300577440,1
1733300577443,1733300577444,1
1733300577448,1733300577450,2
1733300577448,1733300577450,2
1733300577450,1733300577451,1
1733300577451,1733300577452,1
1733300577456,1733300577458,2
1733300577456,1733300577458,2
1733300577457,1733300577458,1
1733300577459,1733300577460,1
1733300577459,1733300577460,1
1733300577460,1733300577461,1
1733300577460,1733300577462,2
1733300577464,1733300577465,1
1733300577464,1733300577466,2
1733300577465,1733300577466,1
1733300577466,1733300577467,1
1733300577467,1733300577468,1
1733300577469,1733300577471,2
1733300577470,1733300577471,1
1733300577471,1733300577472,1
1733300577472,1733300577473,1
1733300577472,1733300577473,1
1733300577472,1733300577473,1
1733300577473,1733300577474,1
1733300577474,1733300577475,1
1733300577474,1733300577475,1
1733300577474,1733300577476,2
1733300577474,1733300577476,2
1733300577476,1733300577477,1
1733300577476,1733300577477,1
1733300577478,1733300577479,1
1733300577479,1733300577480,1
1733300577481,1733300577482,1
1733300577481,1733300577482,1
1733300577483,1733300577484,1
1733300577484,1733300577485,1
1733300577485,1733300577486,1
1733300577485,1733300577486,1
1733300577487,1733300577488,1
1733300577488,1733300577490,2
1733300577489,1733300577490,1
1733300577493,1733300577494,1
1733300577494,1733300577495,1
1733300577495,1733300577497,2
1733300577496,1733300577499,3
1733300577498,1733300577499,1
1733300577498,1733300577500,2
1733300577500,1733300577501,1
1733300577501,1733300577502,1
1733300577501,1733300577502,1
1733300577502,1733300577503,1
1733300577503,1733300577504,1
1733300577504,1733300577505,1
1733300577504,1733300577505,1
1733300577505,1733300577506,1
1733300577508,1733300577510,2
1733300577508,1733300577510,2
1733300577508,1733300577511,3
1733300577509,1733300577511,2
1733300577509,1733300577511,2
1733300577510,1733300577512,2
1733300577510,1733300577512,2
1733300577512,1733300577513,1
1733300577513,1733300577514,1
1733300577514,1733300577516,2
1733300577514,1733300577516,2
1733300577516,1733300577518,2
1733300577517,1733300577518,1
1733300577517,1733300577518,1
1733300577518,1733300577519,1
1733300577518,1733300577519,1
1733300577521,1733300577522,1
1733300577521,1733300577523,2
1733300577521,1733300577523,2
1733300577523,1733300577525,2
1733300577523,1733300577525,2
1733300577523,1733300577525,2
1733300577524,1733300577525,1
1733300577525,1733300577526,1
1733300577527,1733300577528,1
1733300577527,1733300577528,1
1733300577529,1733300577530,1
1733300577529,1733300577531,2
1733300577529,1733300577531,2
1733300577529,1733300577531,2
1733300577530,1733300577531,1
1733300577531,1733300577533,2
1733300577533,1733300577534,1
1733300577534,1733300577535,1
1733300577534,1733300577536,2
1733300577534,1733300577536,2
1733300577536,1733300577537,1
1733300577537,1733300577538,1
1733300577538,1733300577539,1
1733300577539,1733300577540,1
1733300577540,1733300577541,1
1733300577541,1733300577542,1
1733300577545,1733300577547,2
1733300577549,1733300577551,2
1733300577551,1733300577553,2
1733300577551,1733300577553,2
1733300577556,1733300577557,1
1733300577556,1733300577558,2
1733300577556,1733300577558,2
1733300577558,1733300577560,2
1733300577559,1733300577560,1
1733300577559,1733300577560,1
1733300577560,1733300577561,1
1733300577560,1733300577561,1
1733300577562,1733300577563,1
1733300577563,1733300577564,1
1733300577564,1733300577565,1
1733300577564,1733300577565,1
1733300577564,1733300577565,1
1733300577566,1733300577567,1
1733300577567,1733300577568,1
1733300577567,1733300577568,1
1733300577569,1733300577570,1
1733300577569,1733300577571,2
1733300577570,1733300577571,1
1733300577570,1733300577571,1
1733300577570,1733300577572,2
1733300577571,1733300577572,1
1733300577571,1733300577573,2
1733300577572,1733300577573,1
1733300577573,1733300577574,1
1733300577573,1733300577574,1
1733300577576,1733300577577,1
1733300577578,1733300577579,1
1733300577578,1733300577579,1
1733300577579,1733300577580,1
1733300577579,1733300577581,2
1733300577580,1733300577581,1
1733300577582,1733300577583,1
1733300577582,1733300577583,1
1733300577587,1733300577588,1
1733300577587,1733300577588,1
1733300577587,1733300577589,2
1733300577588,1733300577589,1
1733300577591,1733300577592,1
1733300577592,1733300577593,1
1733300577593,1733300577594,1
1733300577593,1733300577594,1
1733300577593,1733300577594,1
1733300577594,1733300577595,1
1733300577596,1733300577597,1
1733300577597,1733300577598,1
1733300577597,1733300577598,1
1733300577597,1733300577598,1
1733300577597,1733300577598,1
1733300577598,1733300577599,1
1733300577598,1733300577599,1
1733300577600,1733300577601,1
1733300577600,1733300577601,1
1733300577604,1733300577605,1
1733300577605,1733300577606,1
1733300577606,1733300577607,1
1733300577607,1733300577608,1
1733300577609,1733300577610,1
1733300577610,1733300577611,1
1733300577613,1733300577615,2
1733300577614,1733300577615,1
1733300577614,1733300577616,2
1733300577616,1733300577618,2
1733300577617,1733300577618,1
1733300577619,1733300577620,1
1733300577620,1733300577622,2
1733300577621,1733300577624,3
1733300577621,1733300577625,4
1733300577621,1733300577625,4
1733300577621,1733300577625,4
1733300577621,1733300577625,4
1733300577622,1733300577625,3
1733300577622,1733300577626,4
1733300577622,1733300577626,4
1733300577625,1733300577626,1
1733300577626,1733300577627,1
1733300577626,1733300577628,2
1733300577627,1733300577628,1
1733300577627,1733300577628,1
1733300577627,1733300577629,2
1733300577631,1733300577632,1
1733300577633,1733300577634,1
1733300577636,1733300577637,1
1733300577637,1733300577638,1
1733300577638,1733300577639,1
1733300577638,1733300577639,1
1733300577639,1733300577640,1
1733300577639,1733300577640,1
1733300577641,1733300577642,1
1733300577642,1733300577643,1
1733300577642,1733300577644,2
1733300577644,1733300577645,1
1733300577648,1733300577650,2
1733300577648,1733300577650,2
1733300577649,1733300577650,1
1733300577649,1733300577651,2
1733300577650,1733300577651,1
1733300577653,1733300577654,1
1733300577653,1733300577654,1
1733300577653,1733300577654,1
1733300577655,1733300577656,1
1733300577656,1733300577657,1
1733300577657,1733300577658,1
1733300577657,1733300577659,2
1733300577657,1733300577659,2
1733300577658,1733300577659,1
1733300577661,1733300577662,1
1733300577664,1733300577665,1
1733300577664,1733300577665,1
1733300577665,1733300577666,1
1733300577666,1733300577667,1
1733300577667,1733300577668,1
1733300577668,1733300577669,1
1733300577668,1733300577669,1
1733300577668,1733300577669,1
1733300577669,1733300577670,1
1733300577670,1733300577671,1
1733300577671,1733300577672,1
1733300577671,1733300577672,1
1733300577672,1733300577673,1
1733300577672,1733300577673,1
1733300577675,1733300577678,3
1733300577677,1733300577678,1
1733300577677,1733300577678,1
1733300577679,1733300577680,1
1733300577680,1733300577681,1
1733300577680,1733300577681,1
1733300577680,1733300577681,1
1733300577682,1733300577683,1
1733300577683,1733300577685,2
1733300577684,1733300577685,1
1733300577685,1733300577687,2
1733300577685,1733300577687,2
1733300577686,1733300577687,1
1733300577690,1733300577692,2
1733300577690,1733300577692,2
1733300577691,1733300577692,1
1733300577693,1733300577694,1
1733300577693,1733300577695,2
1733300577694,1733300577695,1
1733300577695,1733300577696,1
1733300577699,1733300577700,1
1733300577699,1733300577700,1
1733300577700,1733300577701,1
1733300577701,1733300577702,1
1733300577702,1733300577703,1
1733300577703,1733300577704,1
1733300577703,1733300577704,1
1733300577704,1733300577706,2
1733300577704,1733300577706,2
1733300577704,1733300577706,2
1733300577705,1733300577706,1
1733300577706,1733300577707,1
1733300577708,1733300577709,1
1733300577708,1733300577709,1
1733300577709,1733300577710,1
1733300577711,1733300577712,1
1733300577712,1733300577713,1
1733300577712,1733300577713,1
1733300577712,1733300577714,2
1733300577712,1733300577714,2
1733300577714,1733300577715,1
1733300577714,1733300577715,1
1733300577715,1733300577716,1
1733300577716,1733300577717,1
1733300577716,1733300577717,1
1733300577716,1733300577718,2
1733300577716,1733300577718,2
1733300577716,1733300577718,2
1733300577716,1733300577718,2
1733300577717,1733300577719,2
1733300577717,1733300577719,2
1733300577717,1733300577719,2
1733300577718,1733300577719,1
1733300577718,1733300577720,2
1733300577719,1733300577720,1
1733300577721,1733300577722,1
1733300577723,1733300577724,1
1733300577725,1733300577727,2
1733300577725,1733300577727,2
1733300577725,1733300577727,2
1733300577725,1733300577728,3
1733300577726,1733300577728,2
1733300577727,1733300577728,1
1733300577727,1733300577728,1
1733300577727,1733300577728,1
1733300577729,1733300577730,1
1733300577729,1733300577730,1
1733300577731,1733300577732,1
1733300577732,1733300577735,3
1733300577734,1733300577736,2
1733300577736,1733300577737,1
1733300577737,1733300577738,1
1733300577737,1733300577738,1
1733300577739,1733300577740,1
1733300577739,1733300577740,1
1733300577742,1733300577743,1
1733300577742,1733300577743,1
1733300577743,1733300577744,1
1733300577743,1733300577744,1
1733300577743,1733300577744,1
1733300577744,1733300577745,1
1733300577745,1733300577747,2
1733300577747,1733300577749,2
1733300577747,1733300577749,2
1733300577747,1733300577749,2
1733300577748,1733300577749,1
1733300577750,1733300577751,1
1733300577752,1733300577753,1
1733300577757,1733300577759,2
1733300577757,1733300577759,2
1733300577757,1733300577759,2
1733300577758,1733300577759,1
1733300577758,1733300577760,2
1733300577759,1733300577760,1
1733300577759,1733300577760,1
1733300577762,1733300577763,1
1733300577762,1733300577764,2
1733300577762,1733300577764,2
1733300577763,1733300577764,1
1733300577764,1733300577765,1
1733300577764,1733300577765,1
1733300577766,1733300577768,2
1733300577766,1733300577768,2
1733300577767,1733300577769,2
1733300577767,1733300577769,2
1733300577768,1733300577769,1
1733300577772,1733300577774,2
1733300577772,1733300577774,2
1733300577776,1733300577778,2
1733300577776,1733300577778,2
1733300577779,1733300577780,1
1733300577779,1733300577780,1
1733300577782,1733300577784,2
1733300577784,1733300577785,1
1733300577786,1733300577788,2
1733300577788,1733300577789,1
1733300577790,1733300577791,1
1733300577791,1733300577792,1
1733300577794,1733300577796,2
1733300577795,1733300577796,1
1733300577796,1733300577797,1
1733300577802,1733300577804,2
1733300577804,1733300577805,1
1733300577805,1733300577806,1
1733300577807,1733300577808,1
1733300577807,1733300577808,1
1733300577808,1733300577809,1
1733300577808,1733300577809,1
1733300577809,1733300577810,1
1733300577809,1733300577810,1
1733300577811,1733300577812,1
1733300577812,1733300577813,1
1733300577812,1733300577813,1
1733300577813,1733300577814,1
1733300577814,1733300577815,1
1733300577814,1733300577815,1
1733300577815,1733300577816,1
1733300577817,1733300577819,2
1733300577818,1733300577819,1
1733300577818,1733300577819,1
1733300577821,1733300577822,1
1733300577822,1733300577823,1
1733300577824,1733300577825,1
1733300577824,1733300577825,1
1733300577825,1733300577826,1
1733300577826,1733300577827,1
1733300577826,1733300577827,1
1733300577827,1733300577828,1
1733300577828,1733300577829,1
1733300577830,1733300577832,2
1733300577830,1733300577832,2
1733300577831,1733300577832,1
1733300577831,1733300577832,1
1733300577835,1733300577837,2
1733300577835,1733300577837,2
1733300577837,1733300577838,1
1733300577838,1733300577839,1
1733300577839,1733300577840,1
1733300577839,1733300577840,1
1733300577840,1733300577841,1
1733300577840,1733300577841,1
1733300577840,1733300577841,1
1733300577841,1733300577842,1
1733300577841,1733300577842,1
1733300577842,1733300577843,1
1733300577843,1733300577844,1
1733300577843,1733300577844,1
1733300577847,1733300577849,2
1733300577849,1733300577851,2
1733300577850,1733300577851,1
1733300577850,1733300577852,2
1733300577851,1733300577852,1
1733300577852,1733300577853,1
1733300577853,1733300577854,1
1733300577854,1733300577855,1
1733300577856,1733300577857,1
1733300577857,1733300577858,1
1733300577860,1733300577861,1
1733300577861,1733300577862,1
1733300577864,1733300577865,1
1733300577865,1733300577866,1
1733300577866,1733300577867,1
1733300577869,1733300577870,1
1733300577871,1733300577873,2
1733300577871,1733300577873,2
1733300577871,1733300577873,2
1733300577873,1733300577874,1
1733300577874,1733300577875,1
1733300577874,1733300577876,2
1733300577875,1733300577876,1
1733300577876,1733300577877,1
1733300577876,1733300577878,2
1733300577877,1733300577879,2
1733300577879,1733300577880,1
1733300577879,1733300577880,1
1733300577879,1733300577880,1
1733300577882,1733300577885,3
1733300577883,1733300577885,2
1733300577883,1733300577885,2
1733300577884,1733300577886,2
1733300577884,1733300577886,2
1733300577889,1733300577890,1
1733300577889,1733300577891,2
1733300577890,1733300577892,2
1733300577892,1733300577894,2
1733300577892,1733300577894,2
1733300577894,1733300577896,2
1733300577895,1733300577896,1
1733300577897,1733300577898,1
1733300577899,1733300577900,1
1733300577901,1733300577902,1
1733300577901,1733300577903,2
1733300577901,1733300577903,2
1733300577903,1733300577904,1
1733300577904,1733300577905,1
1733300577904,1733300577906,2
1733300577904,1733300577906,2
1733300577906,1733300577907,1
1733300577906,1733300577907,1
1733300577909,1733300577910,1
1733300577910,1733300577911,1
1733300577910,1733300577911,1
1733300577912,1733300577913,1
1733300577912,1733300577914,2
1733300577912,1733300577914,2
1733300577913,1733300577914,1
1733300577916,1733300577917,1
1733300577916,1733300577917,1
1733300577916,1733300577918,2
1733300577917,1733300577918,1
1733300577917,1733300577918,1
1733300577919,1733300577921,2
1733300577919,1733300577921,2
1733300577920,1733300577921,1
1733300577920,1733300577922,2
1733300577920,1733300577922,2
1733300577923,1733300577924,1
1733300577926,1733300577928,2
1733300577926,1733300577929,3
1733300577926,1733300577929,3
1733300577927,1733300577929,2
1733300577928,1733300577930,2
1733300577929,1733300577930,1
1733300577929,1733300577931,2
1733300577929,1733300577931,2
1733300577930,1733300577931,1
1733300577931,1733300577932,1
1733300577932,1733300577933,1
1733300577933,1733300577934,1
1733300577933,1733300577935,2
1733300577936,1733300577938,2
1733300577936,1733300577938,2
1733300577937,1733300577938,1
1733300577938,1733300577939,1
1733300577939,1733300577941,2
1733300577940,1733300577942,2
1733300577942,1733300577943,1
1733300577942,1733300577943,1
1733300577942,1733300577944,2
1733300577943,1733300577944,1
1733300577943,1733300577945,2
1733300577943,1733300577945,2
1733300577944,1733300577945,1
1733300577944,1733300577946,2
1733300577944,1733300577946,2
1733300577945,1733300577948,3
1733300577946,1733300577948,2
1733300577948,1733300577950,2
1733300577949,1733300577950,1
1733300577951,1733300577952,1
1733300577951,1733300577952,1
1733300577952,1733300577953,1
1733300577953,1733300577954,1
1733300577956,1733300577957,1
1733300577957,1733300577959,2
1733300577959,1733300577960,1
1733300577960,1733300577962,2
1733300577960,1733300577962,2
1733300577960,1733300577962,2
1733300577960,1733300577963,3
1733300577960,1733300577963,3
1733300577960,1733300577963,3
1733300577961,1733300577963,2
1733300577962,1733300577964,2
1733300577962,1733300577964,2
1733300577963,1733300577964,1
1733300577963,1733300577964,1
1733300577965,1733300577966,1
1733300577966,1733300577968,2
1733300577966,1733300577968,2
1733300577967,1733300577971,4
1733300577967,1733300577971,4
1733300577969,1733300577972,3
1733300577969,1733300577972,3
1733300577971,1733300577972,1
1733300577973,1733300577974,1
1733300577973,1733300577974,1
1733300577976,1733300577978,2
1733300577976,1733300577978,2
1733300577979,1733300577980,1
1733300577979,1733300577981,2
1733300577979,1733300577981,2
1733300577980,1733300577981,1
1733300577980,1733300577981,1
1733300577981,1733300577982,1
1733300577983,1733300577984,1
1733300577983,1733300577984,1
1733300577984,1733300577985,1
1733300577985,1733300577986,1
1733300577987,1733300577988,1
1733300577991,1733300577993,2
1733300577991,1733300577993,2
1733300577991,1733300577993,2
1733300577991,1733300577993,2
1733300577993,1733300577994,1
1733300577997,1733300577998,1
1733300577997,1733300577999,2
1733300577997,1733300577999,2
1733300577998,1733300577999,1
1733300578002,1733300578004,2
1733300578003,1733300578005,2
1733300578004,1733300578005,1
1733300578005,1733300578006,1
1733300578005,1733300578007,2
1733300578006,1733300578007,1
1733300578007,1733300578008,1
1733300578008,1733300578009,1
1733300578009,1733300578011,2
1733300578009,1733300578011,2
1733300578010,1733300578011,1
1733300578011,1733300578012,1
1733300578012,1733300578014,2
1733300578012,1733300578014,2
1733300578013,1733300578014,1
1733300578013,1733300578014,1
1733300578014,1733300578015,1
1733300578015,1733300578016,1
1733300578015,1733300578016,1
1733300578016,1733300578017,1
1733300578018,1733300578019,1
1733300578019,1733300578020,1
1733300578019,1733300578020,1
1733300578021,1733300578022,1
1733300578024,1733300578026,2
1733300578024,1733300578026,2
1733300578025,1733300578026,1
1733300578025,1733300578027,2
1733300578026,1733300578027,1
1733300578028,1733300578029,1
1733300578028,1733300578029,1
1733300578029,1733300578030,1
1733300578029,1733300578031,2
1733300578030,1733300578032,2
1733300578030,1733300578033,3
1733300578031,1733300578033,2
1733300578031,1733300578033,2
1733300578031,1733300578033,2
1733300578035,1733300578036,1
1733300578038,1733300578039,1
1733300578039,1733300578040,1
1733300578040,1733300578041,1
1733300578042,1733300578043,1
1733300578044,1733300578046,2
1733300578044,1733300578046,2
1733300578045,1733300578047,2
1733300578046,1733300578047,1
1733300578047,1733300578048,1
1733300578048,1733300578049,1
1733300578048,1733300578049,1
1733300578049,1733300578050,1
1733300578050,1733300578051,1
1733300578052,1733300578054,2
1733300578053,1733300578054,1
1733300578053,1733300578055,2
1733300578054,1733300578055,1
1733300578054,1733300578056,2
1733300578055,1733300578056,1
1733300578059,1733300578060,1
1733300578059,1733300578061,2
1733300578060,1733300578061,1
1733300578062,1733300578063,1
1733300578063,1733300578065,2
1733300578064,1733300578065,1
1733300578066,1733300578067,1
1733300578068,1733300578069,1
1733300578070,1733300578071,1
1733300578071,1733300578073,2
1733300578071,1733300578073,2
1733300578071,1733300578074,3
1733300578071,1733300578074,3
1733300578072,1733300578074,2
1733300578073,1733300578074,1
1733300578075,1733300578076,1
1733300578075,1733300578077,2
1733300578076,1733300578077,1
1733300578077,1733300578078,1
1733300578077,1733300578078,1
1733300578077,1733300578079,2
1733300578080,1733300578082,2
1733300578080,1733300578082,2
1733300578080,1733300578082,2
1733300578081,1733300578082,1
1733300578084,1733300578085,1
1733300578086,1733300578088,2
1733300578087,1733300578089,2
1733300578088,1733300578089,1
1733300578089,1733300578090,1
1733300578089,1733300578090,1
1733300578090,1733300578091,1
1733300578090,1733300578091,1
1733300578091,1733300578092,1
1733300578092,1733300578094,2
1733300578092,1733300578094,2
1733300578092,1733300578094,2
1733300578094,1733300578096,2
1733300578095,1733300578097,2
1733300578095,1733300578097,2
1733300578095,1733300578097,2
1733300578097,1733300578098,1
1733300578097,1733300578098,1
1733300578097,1733300578098,1
1733300578099,1733300578100,1
1733300578101,1733300578102,1
1733300578102,1733300578103,1
1733300578102,1733300578104,2
1733300578106,1733300578108,2
1733300578107,1733300578109,2
1733300578107,1733300578109,2
1733300578107,1733300578109,2
1733300578107,1733300578109,2
1733300578107,1733300578110,3
1733300578108,1733300578110,2
1733300578109,1733300578110,1
1733300578109,1733300578111,2
1733300578110,1733300578111,1
1733300578113,1733300578115,2
1733300578113,1733300578115,2
1733300578114,1733300578115,1
1733300578116,1733300578118,2
1733300578117,1733300578118,1
1733300578118,1733300578119,1
1733300578118,1733300578119,1
1733300578119,1733300578121,2
1733300578122,1733300578124,2
1733300578123,1733300578124,1
1733300578123,1733300578125,2
1733300578126,1733300578129,3
1733300578125,1733300578129,4
1733300578130,1733300578132,2
1733300578130,1733300578132,2
1733300578131,1733300578133,2
1733300578131,1733300578133,2
1733300578131,1733300578133,2
1733300578132,1733300578134,2
1733300578133,1733300578134,1
1733300578133,1733300578135,2
1733300578133,1733300578135,2
1733300578135,1733300578137,2
1733300578135,1733300578137,2
1733300578135,1733300578137,2
1733300578135,1733300578138,3
1733300578136,1733300578138,2
1733300578136,1733300578138,2
1733300578136,1733300578138,2
1733300578136,1733300578139,3
1733300578138,1733300578139,1
1733300578138,1733300578140,2
1733300578139,1733300578140,1
1733300578140,1733300578141,1
1733300578140,1733300578141,1
1733300578140,1733300578142,2
1733300578140,1733300578142,2
1733300578141,1733300578142,1
1733300578142,1733300578143,1
1733300578142,1733300578143,1
1733300578142,1733300578144,2
1733300578145,1733300578146,1
1733300578145,1733300578146,1
1733300578146,1733300578147,1
1733300578146,1733300578147,1
1733300578149,1733300578151,2
1733300578150,1733300578151,1
1733300578151,1733300578152,1
1733300578152,1733300578153,1
1733300578152,1733300578153,1
1733300578153,1733300578155,2
1733300578154,1733300578155,1
1733300578154,1733300578155,1
1733300578154,1733300578156,2
1733300578156,1733300578157,1
1733300578157,1733300578158,1
1733300578158,1733300578159,1
1733300578158,1733300578159,1
1733300578158,1733300578159,1
1733300578160,1733300578161,1
1733300578161,1733300578163,2
1733300578162,1733300578164,2
1733300578163,1733300578164,1
1733300578163,1733300578165,2
1733300578165,1733300578166,1
1733300578166,1733300578167,1
1733300578167,1733300578168,1
1733300578168,1733300578170,2
1733300578168,1733300578170,2
1733300578170,1733300578171,1
1733300578170,1733300578172,2
1733300578171,1733300578172,1
