发送时间戳,当前时间戳,延迟差(ms)
1733300556633,1733300556661,28
1733300556642,1733300556661,19
1733300556636,1733300556661,25
1733300556630,1733300556662,32
1733300556634,1733300556662,28
1733300556636,1733300556662,26
1733300556631,1733300556662,31
1733300556633,1733300556663,30
1733300556637,1733300556664,27
1733300556644,1733300556664,20
1733300556630,1733300556664,34
1733300556658,1733300556664,6
1733300556649,1733300556665,16
1733300556635,1733300556665,30
1733300556639,1733300556665,26
1733300556651,1733300556665,14
1733300556660,1733300556666,6
1733300556631,1733300556666,35
1733300556645,1733300556666,21
1733300556657,1733300556666,9
1733300556639,1733300556666,27
1733300556649,1733300556667,18
1733300556657,1733300556667,10
1733300556651,1733300556667,16
1733300556654,1733300556667,13
1733300556646,1733300556667,21
1733300556651,1733300556668,17
1733300556646,1733300556668,22
1733300556654,1733300556668,14
1733300556653,1733300556668,15
1733300556654,1733300556669,15
1733300556659,1733300556669,10
1733300556648,1733300556669,21
1733300556652,1733300556669,17
1733300556651,1733300556669,18
1733300556650,1733300556670,20
1733300556661,1733300556670,9
1733300556653,1733300556670,17
1733300556665,1733300556670,5
1733300556663,1733300556670,7
1733300556663,1733300556670,7
1733300556666,1733300556671,5
1733300556668,1733300556671,3
1733300556668,1733300556671,3
1733300556669,1733300556671,2
1733300556674,1733300556676,2
1733300556674,1733300556677,3
1733300556675,1733300556677,2
1733300556676,1733300556678,2
1733300556677,1733300556679,2
1733300556676,1733300556679,3
1733300556678,1733300556680,2
1733300556679,1733300556681,2
1733300556679,1733300556681,2
1733300556679,1733300556681,2
1733300556679,1733300556681,2
1733300556680,1733300556682,2
1733300556680,1733300556682,2
1733300556681,1733300556682,1
1733300556681,1733300556684,3
1733300556682,1733300556684,2
1733300556683,1733300556687,4
1733300556684,1733300556687,3
1733300556686,1733300556688,2
1733300556686,1733300556688,2
1733300556686,1733300556688,2
1733300556688,1733300556691,3
1733300556689,1733300556691,2
1733300556689,1733300556691,2
1733300556691,1733300556694,3
1733300556693,1733300556695,2
1733300556693,1733300556695,2
1733300556693,1733300556696,3
1733300556692,1733300556696,4
1733300556694,1733300556697,3
1733300556695,1733300556697,2
1733300556698,1733300556700,2
1733300556698,1733300556701,3
1733300556699,1733300556701,2
1733300556699,1733300556701,2
1733300556699,1733300556702,3
1733300556700,1733300556702,2
1733300556701,1733300556703,2
1733300556702,1733300556704,2
1733300556705,1733300556707,2
1733300556705,1733300556707,2
1733300556708,1733300556710,2
1733300556711,1733300556714,3
1733300556712,1733300556714,2
1733300556716,1733300556718,2
1733300556716,1733300556718,2
1733300556718,1733300556720,2
1733300556719,1733300556720,1
1733300556720,1733300556721,1
1733300556721,1733300556723,2
1733300556721,1733300556723,2
1733300556723,1733300556725,2
1733300556724,1733300556726,2
1733300556727,1733300556728,1
1733300556728,1733300556730,2
1733300556729,1733300556731,2
1733300556729,1733300556731,2
1733300556729,1733300556731,2
1733300556731,1733300556733,2
1733300556731,1733300556733,2
1733300556732,1733300556734,2
1733300556732,1733300556734,2
1733300556736,1733300556738,2
1733300556735,1733300556738,3
1733300556741,1733300556743,2
1733300556741,1733300556743,2
1733300556742,1733300556745,3
1733300556742,1733300556745,3
1733300556743,1733300556746,3
1733300556745,1733300556748,3
1733300556746,1733300556748,2
1733300556746,1733300556749,3
1733300556747,1733300556749,2
1733300556747,1733300556749,2
1733300556745,1733300556750,5
1733300556748,1733300556751,3
1733300556749,1733300556752,3
1733300556749,1733300556752,3
1733300556750,1733300556752,2
1733300556751,1733300556753,2
1733300556751,1733300556753,2
1733300556755,1733300556757,2
1733300556756,1733300556757,1
1733300556757,1733300556758,1
1733300556758,1733300556760,2
1733300556758,1733300556760,2
1733300556759,1733300556760,1
1733300556761,1733300556762,1
1733300556762,1733300556763,1
1733300556762,1733300556764,2
1733300556764,1733300556766,2
1733300556764,1733300556766,2
1733300556765,1733300556767,2
1733300556768,1733300556770,2
1733300556768,1733300556771,3
1733300556770,1733300556772,2
1733300556771,1733300556773,2
1733300556773,1733300556775,2
1733300556773,1733300556775,2
1733300556776,1733300556779,3
1733300556780,1733300556783,3
1733300556783,1733300556785,2
1733300556785,1733300556788,3
1733300556785,1733300556791,6
1733300556786,1733300556791,5
1733300556786,1733300556791,5
1733300556791,1733300556793,2
1733300556790,1733300556793,3
1733300556792,1733300556793,1
1733300556792,1733300556794,2
1733300556793,1733300556795,2
1733300556794,1733300556796,2
1733300556794,1733300556796,2
1733300556796,1733300556797,1
1733300556796,1733300556797,1
1733300556798,1733300556799,1
1733300556802,1733300556805,3
1733300556802,1733300556805,3
1733300556801,1733300556805,4
1733300556803,1733300556806,3
1733300556803,1733300556806,3
1733300556804,1733300556806,2
1733300556804,1733300556807,3
1733300556805,1733300556809,4
1733300556806,1733300556809,3
1733300556806,1733300556810,4
1733300556806,1733300556810,4
1733300556806,1733300556810,4
1733300556807,1733300556811,4
1733300556807,1733300556811,4
1733300556809,1733300556812,3
1733300556808,1733300556813,5
1733300556806,1733300556814,8
1733300556810,1733300556814,4
1733300556810,1733300556814,4
1733300556814,1733300556818,4
1733300556814,1733300556818,4
1733300556818,1733300556820,2
1733300556820,1733300556822,2
1733300556820,1733300556822,2
1733300556820,1733300556822,2
1733300556821,1733300556823,2
1733300556823,1733300556825,2
1733300556823,1733300556825,2
1733300556825,1733300556828,3
1733300556825,1733300556828,3
1733300556831,1733300556837,6
1733300556836,1733300556838,2
1733300556837,1733300556839,2
1733300556838,1733300556840,2
1733300556839,1733300556840,1
1733300556840,1733300556842,2
1733300556841,1733300556843,2
1733300556842,1733300556844,2
1733300556843,1733300556845,2
1733300556844,1733300556845,1
1733300556847,1733300556849,2
1733300556847,1733300556850,3
1733300556848,1733300556850,2
1733300556849,1733300556874,25
1733300556849,1733300556874,25
1733300556850,1733300556875,25
1733300556850,1733300556875,25
1733300556851,1733300556875,24
1733300556853,1733300556875,22
1733300556852,1733300556876,24
1733300556853,1733300556876,23
1733300556853,1733300556876,23
1733300556857,1733300556876,19
1733300556858,1733300556877,19
1733300556859,1733300556877,18
1733300556860,1733300556878,18
1733300556860,1733300556878,18
1733300556865,1733300556878,13
1733300556861,1733300556878,17
1733300556869,1733300556879,10
1733300556871,1733300556879,8
1733300556871,1733300556880,9
1733300556873,1733300556880,7
1733300556874,1733300556881,7
1733300556873,1733300556882,9
1733300556873,1733300556882,9
1733300556858,1733300556882,24
1733300556866,1733300556883,17
1733300556875,1733300556883,8
1733300556876,1733300556883,7
1733300556875,1733300556883,8
1733300556875,1733300556884,9
1733300556877,1733300556888,11
1733300556876,1733300556888,12
1733300556885,1733300556889,4
1733300556884,1733300556889,5
1733300556879,1733300556890,11
1733300556884,1733300556890,6
1733300556888,1733300556894,6
1733300556889,1733300556894,5
1733300556890,1733300556897,7
1733300556892,1733300556897,5
1733300556893,1733300556898,5
1733300556893,1733300556898,5
1733300556894,1733300556898,4
1733300556894,1733300556898,4
1733300556895,1733300556899,4
1733300556895,1733300556900,5
1733300556895,1733300556907,12
1733300556896,1733300556908,12
1733300556898,1733300556908,10
1733300556901,1733300556908,7
1733300556901,1733300556908,7
1733300556898,1733300556909,11
1733300556898,1733300556909,11
1733300556903,1733300556909,6
1733300556903,1733300556909,6
1733300556904,1733300556909,5
1733300556906,1733300556910,4
1733300556907,1733300556910,3
1733300556908,1733300556911,3
1733300556907,1733300556911,4
1733300556908,1733300556911,3
1733300556900,1733300556913,13
1733300556912,1733300556915,3
1733300556912,1733300556915,3
1733300556912,1733300556915,3
1733300556912,1733300556915,3
1733300556913,1733300556916,3
1733300556913,1733300556917,4
1733300556915,1733300556917,2
1733300556915,1733300556917,2
1733300556915,1733300556917,2
1733300556918,1733300556921,3
1733300556921,1733300556923,2
1733300556921,1733300556923,2
1733300556923,1733300556925,2
1733300556923,1733300556925,2
1733300556919,1733300556925,6
1733300556923,1733300556925,2
1733300556925,1733300556928,3
1733300556925,1733300556928,3
1733300556926,1733300556930,4
1733300556925,1733300556930,5
1733300556926,1733300556930,4
1733300556926,1733300556930,4
1733300556928,1733300556935,7
1733300556934,1733300556937,3
1733300556935,1733300556937,2
1733300556938,1733300556942,4
1733300556938,1733300556942,4
1733300556939,1733300556942,3
1733300556938,1733300556943,5
1733300556940,1733300556943,3
1733300556941,1733300556943,2
1733300556941,1733300556944,3
1733300556942,1733300556945,3
1733300556943,1733300556946,3
1733300556944,1733300556951,7
1733300556938,1733300556952,14
1733300556947,1733300556952,5
1733300556945,1733300556953,8
1733300556947,1733300556953,6
1733300556947,1733300556953,6
1733300556947,1733300556953,6
1733300556949,1733300556953,4
1733300556950,1733300556953,3
1733300556949,1733300556957,8
1733300556950,1733300556957,7
1733300556951,1733300556957,6
1733300556954,1733300556957,3
1733300556955,1733300556957,2
1733300556956,1733300556958,2
1733300556957,1733300556958,1
1733300556959,1733300556961,2
1733300556961,1733300556964,3
1733300556961,1733300556964,3
1733300556963,1733300556964,1
1733300556964,1733300556966,2
1733300556964,1733300556966,2
1733300556966,1733300556968,2
1733300556968,1733300556971,3
1733300556969,1733300556971,2
1733300556970,1733300556972,2
1733300556971,1733300556973,2
1733300556971,1733300556973,2
1733300556973,1733300556975,2
1733300556975,1733300556977,2
1733300556975,1733300556978,3
1733300556975,1733300556978,3
1733300556975,1733300556978,3
1733300556976,1733300556978,2
1733300556977,1733300556979,2
1733300556978,1733300556979,1
1733300556984,1733300556986,2
1733300556984,1733300556988,4
1733300556985,1733300556989,4
1733300556986,1733300556990,4
1733300556987,1733300556990,3
1733300556989,1733300556993,4
1733300556991,1733300556994,3
1733300556989,1733300556994,5
1733300556991,1733300556994,3
1733300556994,1733300556996,2
1733300556993,1733300556996,3
1733300556995,1733300556997,2
1733300556997,1733300556999,2
1733300556999,1733300557001,2
1733300557000,1733300557001,1
1733300557001,1733300557003,2
1733300557003,1733300557005,2
1733300557005,1733300557007,2
1733300557005,1733300557007,2
1733300557006,1733300557008,2
1733300557006,1733300557008,2
1733300557006,1733300557008,2
1733300557007,1733300557009,2
1733300557009,1733300557011,2
1733300557009,1733300557011,2
1733300557010,1733300557011,1
1733300557011,1733300557012,1
1733300557012,1733300557014,2
1733300557016,1733300557018,2
1733300557018,1733300557020,2
1733300557018,1733300557020,2
1733300557019,1733300557021,2
1733300557019,1733300557021,2
1733300557020,1733300557022,2
1733300557021,1733300557023,2
1733300557021,1733300557023,2
1733300557024,1733300557026,2
1733300557026,1733300557028,2
1733300557027,1733300557028,1
1733300557029,1733300557031,2
1733300557031,1733300557033,2
1733300557032,1733300557033,1
1733300557034,1733300557035,1
1733300557034,1733300557035,1
1733300557034,1733300557036,2
1733300557036,1733300557037,1
1733300557037,1733300557038,1
1733300557037,1733300557038,1
1733300557038,1733300557039,1
1733300557040,1733300557041,1
1733300557042,1733300557044,2
1733300557042,1733300557045,3
1733300557042,1733300557046,4
1733300557043,1733300557046,3
1733300557043,1733300557046,3
1733300557043,1733300557046,3
1733300557044,1733300557047,3
1733300557045,1733300557047,2
1733300557045,1733300557048,3
1733300557045,1733300557048,3
1733300557045,1733300557048,3
1733300557051,1733300557054,3
1733300557052,1733300557055,3
1733300557053,1733300557055,2
1733300557053,1733300557055,2
1733300557053,1733300557055,2
1733300557054,1733300557056,2
1733300557055,1733300557056,1
1733300557056,1733300557057,1
1733300557057,1733300557059,2
1733300557058,1733300557059,1
1733300557059,1733300557060,1
1733300557060,1733300557062,2
1733300557062,1733300557075,13
1733300557062,1733300557075,13
1733300557065,1733300557075,10
1733300557066,1733300557076,10
1733300557068,1733300557076,8
1733300557068,1733300557076,8
1733300557069,1733300557076,7
1733300557073,1733300557079,6
1733300557072,1733300557080,8
1733300557073,1733300557080,7
1733300557074,1733300557080,6
1733300557078,1733300557080,2
1733300557075,1733300557080,5
1733300557077,1733300557081,4
1733300557075,1733300557081,6
1733300557079,1733300557081,2
1733300557082,1733300557083,1
1733300557082,1733300557084,2
1733300557083,1733300557084,1
1733300557083,1733300557084,1
1733300557083,1733300557085,2
1733300557084,1733300557085,1
1733300557086,1733300557089,3
1733300557086,1733300557089,3
1733300557089,1733300557090,1
1733300557089,1733300557091,2
1733300557089,1733300557091,2
1733300557089,1733300557091,2
1733300557089,1733300557091,2
1733300557089,1733300557091,2
1733300557090,1733300557092,2
1733300557091,1733300557092,1
1733300557092,1733300557094,2
1733300557095,1733300557102,7
1733300557098,1733300557102,4
1733300557100,1733300557103,3
1733300557100,1733300557103,3
1733300557102,1733300557104,2
1733300557102,1733300557105,3
1733300557102,1733300557105,3
1733300557103,1733300557105,2
1733300557103,1733300557106,3
1733300557104,1733300557106,2
1733300557104,1733300557106,2
1733300557105,1733300557107,2
1733300557105,1733300557107,2
1733300557106,1733300557108,2
1733300557106,1733300557108,2
1733300557106,1733300557108,2
1733300557106,1733300557108,2
1733300557107,1733300557109,2
1733300557112,1733300557115,3
1733300557113,1733300557115,2
1733300557115,1733300557116,1
1733300557115,1733300557117,2
1733300557115,1733300557117,2
1733300557117,1733300557119,2
1733300557118,1733300557119,1
1733300557119,1733300557120,1
1733300557119,1733300557120,1
1733300557125,1733300557127,2
1733300557125,1733300557127,2
1733300557125,1733300557127,2
1733300557125,1733300557127,2
1733300557124,1733300557128,4
1733300557125,1733300557128,3
1733300557127,1733300557128,1
1733300557127,1733300557129,2
1733300557129,1733300557131,2
1733300557129,1733300557131,2
1733300557129,1733300557131,2
1733300557129,1733300557131,2
1733300557129,1733300557131,2
1733300557132,1733300557134,2
1733300557132,1733300557134,2
1733300557133,1733300557134,1
1733300557135,1733300557137,2
1733300557137,1733300557139,2
1733300557140,1733300557141,1
1733300557140,1733300557142,2
1733300557143,1733300557145,2
1733300557144,1733300557145,1
1733300557145,1733300557146,1
1733300557147,1733300557148,1
1733300557147,1733300557148,1
1733300557147,1733300557149,2
1733300557150,1733300557151,1
1733300557150,1733300557152,2
1733300557151,1733300557152,1
1733300557151,1733300557152,1
1733300557152,1733300557153,1
1733300557154,1733300557155,1
1733300557157,1733300557159,2
1733300557157,1733300557159,2
1733300557161,1733300557162,1
1733300557162,1733300557164,2
1733300557168,1733300557170,2
1733300557170,1733300557172,2
1733300557171,1733300557173,2
1733300557171,1733300557173,2
1733300557172,1733300557174,2
1733300557173,1733300557175,2
1733300557173,1733300557175,2
1733300557174,1733300557176,2
1733300557174,1733300557176,2
1733300557175,1733300557177,2
1733300557176,1733300557183,7
1733300557177,1733300557185,8
1733300557177,1733300557185,8
1733300557179,1733300557186,7
1733300557179,1733300557186,7
1733300557178,1733300557186,8
1733300557182,1733300557186,4
1733300557178,1733300557186,8
1733300557183,1733300557187,4
1733300557185,1733300557187,2
1733300557186,1733300557187,1
1733300557187,1733300557188,1
1733300557187,1733300557188,1
1733300557188,1733300557189,1
1733300557189,1733300557190,1
1733300557189,1733300557190,1
1733300557189,1733300557190,1
1733300557189,1733300557190,1
1733300557193,1733300557194,1
1733300557194,1733300557195,1
1733300557196,1733300557197,1
1733300557201,1733300557204,3
1733300557201,1733300557204,3
1733300557203,1733300557204,1
1733300557205,1733300557207,2
1733300557206,1733300557208,2
1733300557206,1733300557208,2
1733300557206,1733300557208,2
1733300557208,1733300557210,2
1733300557209,1733300557210,1
1733300557209,1733300557210,1
1733300557210,1733300557211,1
1733300557210,1733300557211,1
1733300557211,1733300557218,7
1733300557211,1733300557219,8
1733300557216,1733300557219,3
1733300557216,1733300557219,3
1733300557212,1733300557219,7
1733300557214,1733300557220,6
1733300557217,1733300557220,3
1733300557217,1733300557220,3
1733300557219,1733300557221,2
1733300557220,1733300557221,1
1733300557220,1733300557221,1
1733300557220,1733300557222,2
1733300557221,1733300557222,1
1733300557221,1733300557222,1
1733300557221,1733300557222,1
1733300557225,1733300557227,2
1733300557227,1733300557228,1
1733300557230,1733300557231,1
1733300557232,1733300557234,2
1733300557232,1733300557234,2
1733300557232,1733300557234,2
1733300557233,1733300557235,2
1733300557233,1733300557235,2
1733300557234,1733300557235,1
1733300557235,1733300557236,1
1733300557236,1733300557237,1
1733300557238,1733300557239,1
1733300557238,1733300557240,2
1733300557238,1733300557240,2
1733300557238,1733300557240,2
1733300557239,1733300557240,1
1733300557240,1733300557241,1
1733300557242,1733300557246,4
1733300557244,1733300557246,2
1733300557245,1733300557246,1
1733300557246,1733300557249,3
1733300557247,1733300557249,2
1733300557247,1733300557249,2
1733300557249,1733300557250,1
1733300557247,1733300557254,7
1733300557250,1733300557255,5
1733300557251,1733300557255,4
1733300557251,1733300557255,4
1733300557250,1733300557255,5
1733300557255,1733300557256,1
1733300557256,1733300557258,2
1733300557259,1733300557264,5
1733300557261,1733300557264,3
1733300557259,1733300557264,5
1733300557262,1733300557264,2
1733300557262,1733300557265,3
1733300557263,1733300557265,2
1733300557264,1733300557265,1
1733300557266,1733300557268,2
1733300557267,1733300557268,1
1733300557268,1733300557269,1
1733300557268,1733300557269,1
1733300557269,1733300557270,1
1733300557269,1733300557270,1
1733300557270,1733300557271,1
1733300557270,1733300557271,1
1733300557273,1733300557275,2
1733300557273,1733300557275,2
1733300557273,1733300557275,2
1733300557275,1733300557276,1
1733300557275,1733300557276,1
1733300557277,1733300557278,1
1733300557278,1733300557279,1
1733300557280,1733300557282,2
1733300557280,1733300557282,2
1733300557280,1733300557282,2
1733300557280,1733300557282,2
1733300557280,1733300557284,4
1733300557281,1733300557284,3
1733300557283,1733300557285,2
1733300557283,1733300557285,2
1733300557284,1733300557285,1
1733300557285,1733300557286,1
1733300557286,1733300557287,1
1733300557287,1733300557288,1
1733300557287,1733300557289,2
1733300557288,1733300557289,1
1733300557289,1733300557290,1
1733300557289,1733300557290,1
1733300557291,1733300557292,1
1733300557291,1733300557292,1
1733300557293,1733300557294,1
1733300557293,1733300557295,2
1733300557293,1733300557295,2
1733300557294,1733300557295,1
1733300557297,1733300557299,2
1733300557298,1733300557299,1
1733300557298,1733300557300,2
1733300557299,1733300557300,1
1733300557301,1733300557302,1
1733300557304,1733300557306,2
1733300557304,1733300557306,2
1733300557305,1733300557306,1
1733300557305,1733300557306,1
1733300557307,1733300557308,1
1733300557309,1733300557310,1
1733300557309,1733300557310,1
1733300557309,1733300557310,1
1733300557310,1733300557311,1
1733300557311,1733300557312,1
1733300557312,1733300557313,1
1733300557313,1733300557314,1
1733300557313,1733300557314,1
1733300557314,1733300557316,2
1733300557314,1733300557318,4
1733300557315,1733300557318,3
1733300557315,1733300557318,3
1733300557317,1733300557319,2
1733300557318,1733300557319,1
1733300557320,1733300557322,2
1733300557320,1733300557322,2
1733300557320,1733300557323,3
1733300557322,1733300557326,4
1733300557323,1733300557326,3
1733300557322,1733300557326,4
1733300557323,1733300557326,3
1733300557324,1733300557326,2
1733300557324,1733300557327,3
1733300557324,1733300557327,3
1733300557325,1733300557327,2
1733300557325,1733300557327,2
1733300557329,1733300557332,3
1733300557331,1733300557333,2
1733300557331,1733300557333,2
1733300557331,1733300557334,3
1733300557331,1733300557334,3
1733300557332,1733300557334,2
1733300557333,1733300557334,1
1733300557334,1733300557335,1
1733300557336,1733300557338,2
1733300557336,1733300557338,2
1733300557337,1733300557338,1
1733300557338,1733300557340,2
1733300557338,1733300557340,2
1733300557340,1733300557341,1
1733300557341,1733300557342,1
1733300557341,1733300557342,1
1733300557342,1733300557344,2
1733300557343,1733300557345,2
1733300557344,1733300557346,2
1733300557345,1733300557346,1
1733300557345,1733300557347,2
1733300557349,1733300557355,6
1733300557349,1733300557355,6
1733300557349,1733300557355,6
1733300557353,1733300557355,2
1733300557352,1733300557356,4
1733300557353,1733300557356,3
1733300557355,1733300557357,2
1733300557355,1733300557357,2
1733300557356,1733300557357,1
1733300557359,1733300557361,2
1733300557361,1733300557363,2
1733300557361,1733300557363,2
1733300557361,1733300557363,2
1733300557362,1733300557366,4
1733300557363,1733300557366,3
1733300557363,1733300557367,4
1733300557363,1733300557367,4
1733300557364,1733300557367,3
1733300557364,1733300557368,4
1733300557365,1733300557369,4
1733300557368,1733300557370,2
1733300557368,1733300557370,2
1733300557369,1733300557370,1
1733300557370,1733300557372,2
1733300557372,1733300557374,2
1733300557373,1733300557374,1
1733300557373,1733300557374,1
1733300557375,1733300557376,1
1733300557379,1733300557382,3
1733300557379,1733300557383,4
1733300557381,1733300557383,2
1733300557381,1733300557383,2
1733300557382,1733300557384,2
1733300557383,1733300557384,1
1733300557386,1733300557388,2
1733300557386,1733300557389,3
1733300557386,1733300557389,3
1733300557386,1733300557389,3
1733300557388,1733300557389,1
1733300557389,1733300557390,1
1733300557390,1733300557391,1
1733300557390,1733300557391,1
1733300557390,1733300557391,1
1733300557390,1733300557391,1
1733300557392,1733300557394,2
1733300557394,1733300557395,1
1733300557394,1733300557395,1
1733300557397,1733300557399,2
1733300557398,1733300557399,1
1733300557401,1733300557403,2
1733300557401,1733300557403,2
1733300557401,1733300557403,2
1733300557404,1733300557406,2
1733300557404,1733300557406,2
1733300557406,1733300557408,2
1733300557406,1733300557408,2
1733300557406,1733300557408,2
1733300557407,1733300557409,2
1733300557408,1733300557411,3
1733300557408,1733300557412,4
1733300557410,1733300557412,2
1733300557410,1733300557412,2
1733300557410,1733300557412,2
1733300557416,1733300557418,2
1733300557418,1733300557422,4
1733300557419,1733300557422,3
1733300557419,1733300557422,3
1733300557420,1733300557422,2
1733300557423,1733300557425,2
1733300557424,1733300557425,1
1733300557424,1733300557425,1
1733300557425,1733300557426,1
1733300557426,1733300557428,2
1733300557427,1733300557433,6
1733300557430,1733300557433,3
1733300557427,1733300557434,7
1733300557428,1733300557434,6
1733300557428,1733300557434,6
1733300557431,1733300557434,3
1733300557432,1733300557434,2
1733300557427,1733300557435,8
1733300557427,1733300557435,8
1733300557430,1733300557435,5
1733300557430,1733300557435,5
1733300557430,1733300557436,6
1733300557431,1733300557436,5
1733300557433,1733300557436,3
1733300557430,1733300557437,7
1733300557434,1733300557437,3
1733300557435,1733300557437,2
1733300557434,1733300557438,4
1733300557427,1733300557438,11
1733300557434,1733300557438,4
1733300557435,1733300557439,4
1733300557435,1733300557439,4
1733300557435,1733300557439,4
1733300557436,1733300557439,3
1733300557436,1733300557439,3
1733300557437,1733300557439,2
1733300557439,1733300557440,1
1733300557439,1733300557440,1
1733300557440,1733300557441,1
1733300557443,1733300557445,2
1733300557443,1733300557445,2
1733300557444,1733300557446,2
1733300557445,1733300557446,1
1733300557445,1733300557447,2
1733300557447,1733300557449,2
1733300557448,1733300557449,1
1733300557450,1733300557451,1
1733300557451,1733300557453,2
1733300557451,1733300557453,2
1733300557452,1733300557453,1
1733300557452,1733300557453,1
1733300557452,1733300557453,1
1733300557453,1733300557454,1
1733300557456,1733300557458,2
1733300557456,1733300557458,2
1733300557456,1733300557458,2
1733300557456,1733300557458,2
1733300557457,1733300557459,2
1733300557458,1733300557459,1
1733300557458,1733300557459,1
1733300557459,1733300557460,1
1733300557462,1733300557463,1
1733300557463,1733300557464,1
1733300557464,1733300557465,1
1733300557465,1733300557466,1
1733300557467,1733300557469,2
1733300557468,1733300557469,1
1733300557469,1733300557470,1
1733300557469,1733300557470,1
1733300557472,1733300557473,1
1733300557473,1733300557474,1
1733300557473,1733300557474,1
1733300557473,1733300557474,1
1733300557476,1733300557477,1
1733300557477,1733300557478,1
1733300557478,1733300557479,1
1733300557479,1733300557480,1
1733300557479,1733300557480,1
1733300557480,1733300557481,1
1733300557484,1733300557486,2
1733300557485,1733300557486,1
1733300557486,1733300557487,1
1733300557488,1733300557489,1
1733300557490,1733300557492,2
1733300557491,1733300557492,1
1733300557492,1733300557493,1
1733300557492,1733300557493,1
1733300557492,1733300557494,2
1733300557493,1733300557494,1
1733300557493,1733300557494,1
1733300557494,1733300557495,1
1733300557495,1733300557496,1
1733300557496,1733300557497,1
1733300557497,1733300557498,1
1733300557500,1733300557501,1
1733300557504,1733300557505,1
1733300557504,1733300557506,2
1733300557505,1733300557506,1
1733300557505,1733300557506,1
1733300557506,1733300557507,1
1733300557506,1733300557507,1
1733300557507,1733300557508,1
1733300557508,1733300557509,1
1733300557510,1733300557511,1
1733300557510,1733300557512,2
1733300557510,1733300557512,2
1733300557538,1733300557542,4
1733300557538,1733300557543,5
1733300557538,1733300557546,8
1733300557541,1733300557562,21
1733300557541,1733300557562,21
1733300557544,1733300557562,18
1733300557549,1733300557570,21
1733300557542,1733300557571,29
1733300557547,1733300557572,25
1733300557546,1733300557573,27
1733300557543,1733300557573,30
1733300557540,1733300557573,33
1733300557550,1733300557573,23
1733300557542,1733300557573,31
1733300557542,1733300557574,32
1733300557546,1733300557574,28
1733300557540,1733300557574,34
1733300557549,1733300557574,25
1733300557543,1733300557575,32
1733300557541,1733300557575,34
1733300557540,1733300557575,35
1733300557547,1733300557575,28
1733300557548,1733300557576,28
1733300557544,1733300557576,32
1733300557547,1733300557576,29
1733300557546,1733300557576,30
1733300557548,1733300557576,28
1733300557552,1733300557577,25
1733300557553,1733300557582,29
1733300557552,1733300557582,30
1733300557548,1733300557582,34
1733300557558,1733300557582,24
1733300557555,1733300557582,27
1733300557546,1733300557583,37
1733300557546,1733300557583,37
1733300557558,1733300557583,25
1733300557567,1733300557583,16
1733300557564,1733300557584,20
1733300557572,1733300557584,12
1733300557546,1733300557587,41
1733300557555,1733300557589,34
1733300557546,1733300557589,43
1733300557549,1733300557589,40
1733300557546,1733300557590,44
1733300557559,1733300557620,61
1733300557557,1733300557621,64
1733300557554,1733300557638,84
1733300557548,1733300557643,95
1733300557550,1733300557643,93
1733300557549,1733300557646,97
1733300557576,1733300557646,70
1733300557563,1733300557646,83
1733300557572,1733300557647,75
1733300557567,1733300557647,80
1733300557548,1733300557647,99
1733300557576,1733300557658,82
1733300557567,1733300557659,92
1733300557553,1733300557659,106
1733300557565,1733300557660,95
1733300557576,1733300557661,85
1733300557558,1733300557662,104
1733300557570,1733300557664,94
1733300557576,1733300557664,88
1733300557604,1733300557664,60
1733300557575,1733300557665,90
1733300557562,1733300557665,103
1733300557581,1733300557665,84
1733300557557,1733300557665,108
1733300557585,1733300557665,80
1733300557597,1733300557666,69
1733300557605,1733300557666,61
1733300557590,1733300557666,76
1733300557548,1733300557666,118
1733300557656,1733300557667,11
1733300557564,1733300557667,103
1733300557565,1733300557667,102
1733300557558,1733300557667,109
1733300557582,1733300557668,86
1733300557619,1733300557668,49
1733300557575,1733300557670,95
1733300557590,1733300557670,80
1733300557602,1733300557670,68
1733300557579,1733300557670,91
1733300557618,1733300557671,53
1733300557567,1733300557671,104
1733300557563,1733300557671,108
1733300557591,1733300557671,80
1733300557587,1733300557671,84
1733300557602,1733300557672,70
1733300557587,1733300557672,85
1733300557625,1733300557672,47
1733300557609,1733300557672,63
1733300557603,1733300557673,70
1733300557568,1733300557673,105
1733300557591,1733300557673,82
1733300557576,1733300557673,97
1733300557637,1733300557674,37
1733300557603,1733300557674,71
1733300557628,1733300557674,46
1733300557569,1733300557674,105
1733300557596,1733300557674,78
1733300557592,1733300557675,83
1733300557590,1733300557675,85
1733300557634,1733300557675,41
1733300557587,1733300557675,88
1733300557629,1733300557675,46
1733300557597,1733300557676,79
1733300557631,1733300557676,45
1733300557559,1733300557676,117
1733300557613,1733300557677,64
1733300557622,1733300557677,55
1733300557591,1733300557677,86
1733300557622,1733300557677,55
1733300557585,1733300557677,92
1733300557602,1733300557678,76
1733300557661,1733300557678,17
1733300557603,1733300557678,75
1733300557660,1733300557678,18
1733300557654,1733300557678,24
1733300557609,1733300557679,70
1733300557642,1733300557679,37
1733300557617,1733300557679,62
1733300557606,1733300557679,73
1733300557663,1733300557679,16
1733300557636,1733300557680,44
1733300557620,1733300557680,60
1733300557614,1733300557680,66
1733300557578,1733300557680,102
1733300557632,1733300557680,48
1733300557662,1733300557680,18
1733300557596,1733300557680,84
1733300557646,1733300557681,35
1733300557630,1733300557702,72
1733300557658,1733300557702,44
1733300557656,1733300557702,46
